hys,direction,style,x,y
alpha-hys,->,scatter,0.88,0.9874892013
alpha-hys,->,scatter,0.0,0.0107250088
alpha-hys,->,scatter,0.64,0.9999618459
alpha-hys,->,scatter,0.78,0.9984189517000001
alpha-hys,->,scatter,0.06999999999999995,0.044710907800000005
alpha-hys,->,scatter,0.9299999999999999,0.9948101413
alpha-hys,->,scatter,0.010000000000000009,0.025652898799999997
alpha-hys,->,scatter,1.0,0.9867543540000001
alpha-hys,->,scatter,0.29000000000000004,1.0
alpha-hys,->,scatter,0.41000000000000003,0.9999873904000001
alpha-hys,->,scatter,0.65,0.9999479044
alpha-hys,->,scatter,0.5900000000000001,0.9999999993
alpha-hys,->,scatter,0.6,0.9999993275
alpha-hys,->,scatter,0.72,0.9999999906999999
alpha-hys,->,scatter,0.9,0.9959531834
alpha-hys,->,scatter,0.77,0.9999501019
alpha-hys,->,scatter,0.020000000000000018,0.0019127179
alpha-hys,->,scatter,0.14,0.0907643544
alpha-hys,->,scatter,0.7,0.9975720426000001
alpha-hys,->,scatter,0.72,0.9981144664
alpha-hys,->,scatter,0.25,0.1444606093
alpha-hys,->,scatter,0.13,0.026733936899999998
alpha-hys,->,scatter,0.9,0.9979645866
alpha-hys,->,scatter,0.32999999999999996,0.9997883239
alpha-hys,->,scatter,0.88,0.9976480216
alpha-hys,->,scatter,0.76,0.9998693420999999
alpha-hys,->,scatter,0.96,0.9891752469
alpha-hys,->,scatter,0.10999999999999999,0.0317916611
alpha-hys,->,scatter,0.51,1.0
alpha-hys,->,scatter,0.25,0.1570433376
alpha-hys,->,scatter,0.49,0.9999999996
alpha-hys,->,scatter,0.91,0.9867995745999999
alpha-hys,->,scatter,0.52,0.9999999999
alpha-hys,->,scatter,0.72,0.9993262065
alpha-hys,->,scatter,0.45999999999999996,0.9999999995000001
alpha-hys,->,scatter,0.24,0.1677000559
alpha-hys,->,scatter,0.9,0.9940128455
alpha-hys,->,scatter,0.25,0.12879105230000001
alpha-hys,->,scatter,0.06000000000000005,0.0155351427
alpha-hys,->,scatter,0.4,0.9999999973999999
alpha-hys,->,scatter,0.7,0.9965372995
alpha-hys,->,scatter,0.91,0.9894254196
alpha-hys,->,scatter,0.21999999999999997,0.11221390880000001
alpha-hys,->,scatter,0.25,0.1768101236
alpha-hys,->,scatter,0.83,0.9981391843999999
alpha-hys,->,scatter,0.6699999999999999,0.9976568939
alpha-hys,->,scatter,0.30000000000000004,0.999999675
alpha-hys,->,scatter,0.030000000000000027,0.0271550762
alpha-hys,->,scatter,0.56,1.0
alpha-hys,->,scatter,0.010000000000000009,0.0026506081
alpha-hys,->,scatter,0.72,0.9904365139
alpha-hys,->,scatter,0.25,0.1448850126
alpha-hys,->,scatter,0.96,0.9971160719
alpha-hys,->,scatter,0.6,0.9999999519
alpha-hys,->,scatter,0.06000000000000005,0.0075377065000000005
alpha-hys,->,scatter,0.36,1.0
alpha-hys,->,scatter,0.020000000000000018,0.0189644058
alpha-hys,->,scatter,0.31000000000000005,1.0
alpha-hys,->,scatter,0.84,0.9922546825
alpha-hys,->,scatter,0.55,0.9999989881999999
alpha-hys,->,scatter,0.81,0.9990064209999999
alpha-hys,->,scatter,0.22999999999999998,0.1194635257
alpha-hys,->,scatter,0.17000000000000004,0.0846870736
alpha-hys,->,scatter,0.98,0.9893646074
alpha-hys,->,scatter,0.010000000000000009,0.0344245368
alpha-hys,->,scatter,0.54,0.9976172960999999
alpha-hys,->,scatter,0.4,0.9999999874
alpha-hys,->,scatter,0.81,0.9974105223999999
alpha-hys,->,scatter,0.99,0.9776649519
alpha-hys,->,scatter,0.45999999999999996,1.0
alpha-hys,->,scatter,0.61,0.9999999996
alpha-hys,->,scatter,0.97,0.9913876798000001
alpha-hys,->,scatter,0.06000000000000005,0.0677910809
alpha-hys,->,scatter,0.38,0.9999027663
alpha-hys,->,scatter,0.88,0.9965068804
alpha-hys,->,scatter,0.81,0.9999954724
alpha-hys,->,scatter,0.13,0.0373612806
alpha-hys,->,scatter,0.48,0.9999989076000001
alpha-hys,->,scatter,0.47,0.9999999999
alpha-hys,->,scatter,0.64,0.9999995765999999
alpha-hys,->,scatter,0.5700000000000001,1.0
alpha-hys,->,scatter,0.19999999999999996,0.1122405433
alpha-hys,->,scatter,0.98,0.9925789898
alpha-hys,->,scatter,0.32999999999999996,1.0
alpha-hys,->,scatter,0.45999999999999996,0.9999942556
alpha-hys,->,scatter,0.88,0.9922358984
alpha-hys,->,scatter,0.56,0.9967953005
alpha-hys,->,scatter,0.95,0.9948402359
alpha-hys,->,scatter,0.39,0.9999999803
alpha-hys,->,scatter,0.28,0.9999999581
alpha-hys,->,scatter,0.6699999999999999,0.9999999097
alpha-hys,->,scatter,0.7,0.9999296389
alpha-hys,->,scatter,0.29000000000000004,0.9999999998000001
alpha-hys,->,scatter,0.83,0.9972436048000001
alpha-hys,->,scatter,0.91,0.9976610109
alpha-hys,->,scatter,0.49,0.9969038644
alpha-hys,->,scatter,0.20999999999999996,0.1070862171
alpha-hys,->,scatter,0.06000000000000005,0.0590964117
alpha-hys,->,scatter,0.65,0.9999992517
alpha-hys,->,scatter,0.99,0.9865014475
alpha-hys,->,scatter,0.79,0.9983573554
alpha-hys,->,scatter,0.85,0.990049776
alpha-hys,->,scatter,0.42000000000000004,0.9999982943000001
alpha-hys,->,scatter,0.99,0.9949384203
alpha-hys,->,scatter,0.25,0.096553595
alpha-hys,->,scatter,0.62,0.9999979733
alpha-hys,->,scatter,0.86,0.9916612266
alpha-hys,->,scatter,0.6599999999999999,0.9991450542
alpha-hys,->,scatter,0.5900000000000001,0.9998519872
alpha-hys,->,scatter,0.07999999999999996,0.0331218484
alpha-hys,->,scatter,0.39,0.9999999784
alpha-hys,->,scatter,0.79,0.9982089611
alpha-hys,->,scatter,0.94,0.9838857645
alpha-hys,->,scatter,0.72,0.9994859864
alpha-hys,->,scatter,0.27,0.2234700643
alpha-hys,->,scatter,0.13,0.0505076613
alpha-hys,->,scatter,0.85,0.9999055641
alpha-hys,->,scatter,0.4,0.9974316219
alpha-hys,->,scatter,0.19999999999999996,0.0910631903
alpha-hys,->,scatter,0.050000000000000044,0.02807027
alpha-hys,->,scatter,0.43000000000000005,0.9999947787000001
alpha-hys,->,scatter,0.84,0.9977226558
alpha-hys,->,scatter,0.71,0.9993045514
alpha-hys,->,scatter,0.7,0.9978602702
alpha-hys,->,scatter,0.8200000000000001,0.9986674606
alpha-hys,->,scatter,0.4,0.9999998056999999
alpha-hys,->,scatter,0.040000000000000036,0.0131369129
alpha-hys,->,scatter,0.5700000000000001,0.9999999989
alpha-hys,->,scatter,0.010000000000000009,0.04437555309999999
alpha-hys,->,scatter,0.24,0.190138637
alpha-hys,->,scatter,0.19999999999999996,0.1100885307
alpha-hys,->,scatter,0.040000000000000036,0.042326066600000004
alpha-hys,->,scatter,0.20999999999999996,0.10652449160000001
alpha-hys,->,scatter,0.33999999999999997,1.0
alpha-hys,->,scatter,0.13,0.1037085796
alpha-hys,->,scatter,0.62,0.9999779814
alpha-hys,->,scatter,0.38,0.999999998
alpha-hys,->,scatter,0.97,0.9838133788
alpha-hys,->,scatter,0.22999999999999998,0.166760866
alpha-hys,->,scatter,0.26,0.183460137
alpha-hys,->,scatter,0.41000000000000003,0.9999591797
alpha-hys,->,scatter,0.07999999999999996,0.0406537507
alpha-hys,->,scatter,0.87,0.9963938967
alpha-hys,->,scatter,0.75,0.9983933969
alpha-hys,->,scatter,0.71,0.9998757984000001
alpha-hys,->,scatter,0.77,0.9938964225
alpha-hys,->,scatter,0.31000000000000005,0.9999946142
alpha-hys,->,scatter,0.7,0.9999729773
alpha-hys,->,scatter,0.77,0.9999999092
alpha-hys,->,scatter,0.20999999999999996,0.0988881094
alpha-hys,->,scatter,0.81,0.9943793934
alpha-hys,->,scatter,0.49,1.0
alpha-hys,->,scatter,0.64,0.9999999918000001
alpha-hys,->,scatter,0.8,0.9978697154999999
alpha-hys,->,scatter,0.19999999999999996,0.1140431525
alpha-hys,->,scatter,0.030000000000000027,0.0452892483
alpha-hys,->,scatter,0.43999999999999995,1.0
alpha-hys,->,scatter,0.43999999999999995,0.9999999999
alpha-hys,->,scatter,0.9,0.9939341558
alpha-hys,->,scatter,0.14,0.0635287754
alpha-hys,->,scatter,0.64,0.999691702
alpha-hys,->,scatter,0.96,0.9950131154999999
alpha-hys,->,scatter,0.33999999999999997,1.0
alpha-hys,->,scatter,0.26,0.20243774960000002
alpha-hys,->,scatter,0.37,0.9999992843000001
alpha-hys,->,scatter,0.050000000000000044,0.0507698503
alpha-hys,->,scatter,0.85,0.9962657001999999
alpha-hys,->,scatter,0.020000000000000018,0.011747396200000001
alpha-hys,->,scatter,0.64,0.9999926965000001
alpha-hys,->,scatter,0.78,0.9996379109
alpha-hys,->,scatter,0.45999999999999996,0.9999999990999999
alpha-hys,->,scatter,0.32999999999999996,1.0
alpha-hys,->,scatter,0.61,0.9999998788
alpha-hys,->,scatter,0.5900000000000001,0.9999993259000001
alpha-hys,->,scatter,0.88,0.9998469753
alpha-hys,->,scatter,0.55,0.9999567366
alpha-hys,->,scatter,0.9299999999999999,0.9910661293
alpha-hys,->,scatter,0.91,0.9995116041
alpha-hys,->,scatter,0.5700000000000001,0.9989132142
alpha-hys,->,scatter,0.15000000000000002,0.0696177764
alpha-hys,->,scatter,0.55,0.9999861164
alpha-hys,->,scatter,0.41000000000000003,0.9998566526999999
alpha-hys,->,scatter,0.19999999999999996,0.0864122745
alpha-hys,->,scatter,0.07999999999999996,0.017473608300000002
alpha-hys,->,scatter,0.35,0.9999998991
alpha-hys,->,scatter,0.78,0.9964305789
alpha-hys,->,scatter,0.38,0.9999956623999999
alpha-hys,->,scatter,0.65,0.9999999999
alpha-hys,->,scatter,0.33999999999999997,1.0
alpha-hys,->,scatter,0.44999999999999996,1.0
alpha-hys,->,scatter,0.35,1.0
alpha-hys,->,scatter,0.06000000000000005,0.0099651349
alpha-hys,->,scatter,0.27,0.9999999999
alpha-hys,->,scatter,0.22999999999999998,0.1478352968
alpha-hys,->,scatter,0.14,0.0296893491
alpha-hys,->,scatter,0.08999999999999997,0.036656787
alpha-hys,->,scatter,0.48,0.9997823634
alpha-hys,->,scatter,0.69,0.9974088358
alpha-hys,->,scatter,0.31999999999999995,1.0
alpha-hys,->,scatter,0.21999999999999997,0.1613363169
alpha-hys,->,scatter,0.22999999999999998,0.1307874626
alpha-hys,->,scatter,0.43000000000000005,1.0
alpha-hys,->,scatter,0.89,0.9882583128
alpha-hys,->,scatter,0.47,0.9999999992
alpha-hys,->,scatter,0.9299999999999999,0.9849214487000001
alpha-hys,->,scatter,0.6599999999999999,0.9997745938
alpha-hys,->,scatter,0.14,0.06476637980000001
alpha-hys,->,scatter,0.96,0.9880115972
alpha-hys,->,scatter,0.35,1.0
alpha-hys,->,scatter,0.38,0.9999999996
alpha-hys,->,scatter,0.5700000000000001,0.9998768894
alpha-hys,->,scatter,0.20999999999999996,0.08511787039999999
alpha-hys,->,scatter,0.09999999999999998,0.0600956491
alpha-hys,->,scatter,0.94,0.9935912915999999
alpha-hys,->,scatter,0.94,0.9981958678
alpha-hys,->,scatter,0.020000000000000018,0.0258817503
alpha-hys,->,scatter,0.39,0.9996225938
alpha-hys,->,scatter,0.10999999999999999,0.056725917199999996
alpha-hys,->,scatter,0.35,0.9999999618000001
alpha-hys,->,scatter,0.61,0.9997169189
alpha-hys,->,scatter,0.15000000000000002,0.0719333617
alpha-hys,->,scatter,0.45999999999999996,0.9999999987999999
alpha-hys,->,scatter,0.86,0.9964316105
alpha-hys,->,scatter,0.54,1.0
alpha-hys,->,scatter,0.5,0.9999979002
alpha-hys,->,scatter,0.38,1.0
alpha-hys,->,scatter,0.76,0.9986172927
alpha-hys,->,scatter,0.87,0.9951583915000001
alpha-hys,->,scatter,0.44999999999999996,0.999999998
alpha-hys,->,scatter,0.38,0.9999998633
alpha-hys,->,scatter,0.64,0.9957496234000001
alpha-hys,->,scatter,0.36,1.0
alpha-hys,->,scatter,0.75,0.9989435317
alpha-hys,->,scatter,0.8,0.9999388245999999
alpha-hys,->,scatter,0.020000000000000018,0.0316889275
alpha-hys,->,scatter,0.22999999999999998,0.13194183
alpha-hys,->,scatter,1.0,0.9869675701999999
alpha-hys,->,scatter,0.10999999999999999,0.0618573535
alpha-hys,->,scatter,0.49,0.9999963287
alpha-hys,->,scatter,0.22999999999999998,0.1601969385
alpha-hys,->,scatter,0.020000000000000018,0.039398701800000005
alpha-hys,->,scatter,0.83,0.9996760308
alpha-hys,->,scatter,0.81,0.9984366689
alpha-hys,->,scatter,0.92,0.9968718561
alpha-hys,->,scatter,0.94,0.9904167176
alpha-hys,->,scatter,0.36,1.0
alpha-hys,->,scatter,1.0,0.9868870076
alpha-hys,->,scatter,0.78,0.9994058786
alpha-hys,->,scatter,0.010000000000000009,0.0324823099
alpha-hys,->,scatter,0.14,0.0743601436
alpha-hys,->,scatter,0.27,0.24650908850000003
alpha-hys,->,scatter,0.65,0.9999423044
alpha-hys,->,scatter,0.15000000000000002,0.042016968099999996
alpha-hys,->,scatter,0.5800000000000001,1.0
alpha-hys,->,scatter,0.24,0.13472067669999999
alpha-hys,->,scatter,0.98,0.988430272
alpha-hys,->,scatter,0.86,0.9992797756
alpha-hys,->,scatter,0.9299999999999999,0.9988323595
alpha-hys,->,scatter,0.83,0.9987100018999999
alpha-hys,->,scatter,0.96,0.9895261636
alpha-hys,->,scatter,0.9299999999999999,0.9884615539
alpha-hys,->,scatter,0.5,0.9966934592
alpha-hys,->,scatter,0.010000000000000009,0.0134914593
alpha-hys,->,scatter,0.33999999999999997,0.9999999976
alpha-hys,->,scatter,0.43999999999999995,0.9999998953
alpha-hys,->,scatter,0.42000000000000004,0.9999992685
alpha-hys,->,scatter,0.97,0.9939325757999999
alpha-hys,->,scatter,1.0,0.9859488253
alpha-hys,->,scatter,0.040000000000000036,0.0102082287
alpha-hys,->,scatter,0.13,0.0812311034
alpha-hys,->,scatter,0.39,0.9999999986
alpha-hys,->,scatter,0.22999999999999998,0.1269548449
alpha-hys,->,scatter,0.21999999999999997,0.0942743516
alpha-hys,->,scatter,0.22999999999999998,0.10687922359999999
alpha-hys,->,scatter,0.0,0.0032774508
alpha-hys,->,scatter,0.18999999999999995,0.0834242725
alpha-hys,->,scatter,0.12,0.024416040099999998
alpha-hys,->,scatter,0.51,0.9999999914
alpha-hys,->,scatter,0.050000000000000044,0.0493064925
alpha-hys,->,scatter,0.44999999999999996,0.9999922316
alpha-hys,->,scatter,0.30000000000000004,0.9999999902
alpha-hys,->,scatter,0.09999999999999998,0.065463521
alpha-hys,->,scatter,0.13,0.0766853704
alpha-hys,->,scatter,0.31000000000000005,1.0
alpha-hys,->,scatter,0.49,0.9999996235999999
alpha-hys,->,scatter,0.9299999999999999,0.9968192068
alpha-hys,->,scatter,0.28,1.0
alpha-hys,->,scatter,0.28,0.9999953235
alpha-hys,->,scatter,0.6,0.9996835144
alpha-hys,->,scatter,0.6699999999999999,0.9999999990999999
alpha-hys,->,scatter,0.97,0.9993342096
alpha-hys,->,scatter,0.08999999999999997,0.063719172
alpha-hys,->,scatter,0.33999999999999997,0.9999998454000001
alpha-hys,->,scatter,0.77,0.9999950876
alpha-hys,->,scatter,0.74,0.9999999623
alpha-hys,->,scatter,0.41000000000000003,0.9955864881
alpha-hys,->,scatter,0.08999999999999997,0.0272837854
alpha-hys,->,scatter,0.85,0.9934745009
alpha-hys,->,scatter,0.77,0.9990683279000001
alpha-hys,->,scatter,0.0,0.016367328400000002
alpha-hys,->,scatter,0.78,0.9946508306
alpha-hys,->,scatter,0.78,0.9989950913
alpha-hys,->,scatter,1.0,0.9852437222
alpha-hys,->,scatter,0.43999999999999995,1.0
alpha-hys,->,scatter,0.24,0.1795041713
alpha-hys,->,scatter,0.61,0.9999900449
alpha-hys,->,scatter,0.5800000000000001,0.9998869401
alpha-hys,->,scatter,0.31000000000000005,0.9999999995000001
alpha-hys,->,scatter,0.5,1.0
alpha-hys,->,scatter,0.72,0.997952597
alpha-hys,->,scatter,0.14,0.0298162845
alpha-hys,->,scatter,0.5700000000000001,0.9999204320999999
alpha-hys,->,scatter,0.18999999999999995,0.0714595
alpha-hys,->,scatter,0.22999999999999998,0.1750152694
alpha-hys,->,scatter,0.47,0.9999999965999999
alpha-hys,->,scatter,0.96,0.9887622562
alpha-hys,->,scatter,0.8,0.9964684090000001
alpha-hys,->,scatter,0.15000000000000002,0.0726179203
alpha-hys,->,scatter,0.6599999999999999,0.9999998165999999
alpha-hys,->,scatter,0.33999999999999997,0.9999999997
alpha-hys,->,scatter,0.96,0.9903705138
alpha-hys,->,scatter,0.20999999999999996,0.1512853679
alpha-hys,->,scatter,0.09999999999999998,0.0643157162
alpha-hys,->,scatter,0.47,0.9999993014
alpha-hys,->,scatter,0.64,0.9999948313
alpha-hys,->,scatter,0.14,0.0717462083
alpha-hys,->,scatter,0.85,0.9998408828
alpha-hys,->,scatter,0.52,0.9999985401
alpha-hys,->,scatter,0.21999999999999997,0.1157458749
alpha-hys,->,scatter,0.85,0.9910153261
alpha-hys,->,scatter,0.31000000000000005,0.9999999999
alpha-hys,->,scatter,0.32999999999999996,0.9999999731999999
alpha-hys,->,scatter,0.020000000000000018,0.037554352
alpha-hys,->,scatter,0.99,0.9910966931999999
alpha-hys,->,scatter,0.39,1.0
alpha-hys,->,scatter,0.77,0.9941661220999999
alpha-hys,->,scatter,0.6799999999999999,0.9999956893
alpha-hys,->,scatter,0.07999999999999996,0.0675774391
alpha-hys,->,scatter,0.0,0.0159874924
alpha-hys,->,scatter,0.35,1.0
alpha-hys,->,scatter,0.75,0.999754785
alpha-hys,->,scatter,0.42000000000000004,0.9999953640000001
alpha-hys,->,scatter,0.29000000000000004,1.0
alpha-hys,->,scatter,0.99,0.9863838211
alpha-hys,->,scatter,0.07999999999999996,0.0623731
alpha-hys,->,scatter,0.94,0.9939562002
alpha-hys,->,scatter,0.62,0.9999999987
alpha-hys,->,scatter,0.020000000000000018,0.016952459
alpha-hys,->,scatter,0.18999999999999995,0.09550326029999999
alpha-hys,->,scatter,0.10999999999999999,0.026626391800000003
alpha-hys,->,scatter,0.49,0.9999931526000001
alpha-hys,->,scatter,0.88,0.9972830276000001
alpha-hys,->,scatter,0.72,0.9999999999
alpha-hys,->,scatter,0.5700000000000001,1.0
alpha-hys,->,scatter,0.73,0.9999699964000001
alpha-hys,->,scatter,0.65,0.9989487233
alpha-hys,->,scatter,0.8200000000000001,0.9998118284
alpha-hys,->,scatter,0.30000000000000004,0.9998179697
alpha-hys,->,scatter,0.54,0.9999999929000001
alpha-hys,->,scatter,0.79,0.9998158706
alpha-hys,->,scatter,0.5800000000000001,0.9999608969
alpha-hys,->,scatter,0.35,0.9999878234
alpha-hys,->,scatter,0.39,1.0
alpha-hys,->,scatter,0.0,0.026789646
alpha-hys,->,scatter,0.20999999999999996,0.10544843289999999
alpha-hys,->,scatter,0.87,0.9988289193000001
alpha-hys,->,scatter,0.96,0.9902223434999999
alpha-hys,->,scatter,0.5,0.9999999958
alpha-hys,->,scatter,0.98,0.9809237058
alpha-hys,->,scatter,0.19999999999999996,0.0794763174
alpha-hys,->,scatter,0.45999999999999996,1.0
alpha-hys,->,scatter,0.43000000000000005,0.9976028872
alpha-hys,->,scatter,0.35,1.0
alpha-hys,->,scatter,0.54,0.9956537487999999
alpha-hys,->,scatter,0.0,0.0069951429
alpha-hys,->,scatter,1.0,0.9742980879
alpha-hys,->,scatter,0.6,0.9987204440999999
alpha-hys,->,scatter,0.19999999999999996,0.1072166617
alpha-hys,->,scatter,0.62,0.9993163601999999
alpha-hys,->,scatter,0.94,0.9926160286
alpha-hys,->,scatter,0.7,0.9999990252
alpha-hys,->,scatter,0.6599999999999999,0.9999991068999999
alpha-hys,->,scatter,0.41000000000000003,1.0
alpha-hys,->,scatter,0.97,0.9955345227
alpha-hys,->,scatter,0.52,0.9999999913
alpha-hys,->,scatter,0.25,0.1565089707
alpha-hys,->,scatter,0.30000000000000004,0.9999999303
alpha-hys,->,scatter,0.29000000000000004,0.9999999964
alpha-hys,->,scatter,0.92,0.9895756617
alpha-hys,->,scatter,0.64,0.9999892883
alpha-hys,->,scatter,0.28,1.0
alpha-hys,->,scatter,0.41000000000000003,0.9999998948000001
alpha-hys,->,scatter,0.25,0.1385049049
alpha-hys,->,scatter,0.09999999999999998,0.0346717926
alpha-hys,->,scatter,0.99,0.9913156485
alpha-hys,->,scatter,0.24,0.11884929849999999
alpha-hys,->,scatter,0.050000000000000044,0.0607381079
alpha-hys,->,scatter,0.79,0.99993163
alpha-hys,->,scatter,0.5,1.0
alpha-hys,->,scatter,0.77,0.9933451995999999
alpha-hys,->,scatter,0.95,0.9770639911
alpha-hys,->,scatter,0.42000000000000004,0.9988330845000001
alpha-hys,->,scatter,0.76,0.9990090436
alpha-hys,->,scatter,0.45999999999999996,0.9999993975
alpha-hys,->,scatter,0.09999999999999998,0.053560242
alpha-hys,->,scatter,0.45999999999999996,0.9999813815
alpha-hys,->,scatter,0.61,1.0
alpha-hys,->,scatter,0.41000000000000003,0.9999615406
alpha-hys,->,scatter,0.37,0.9999749413
alpha-hys,->,scatter,0.040000000000000036,0.0541979012
alpha-hys,->,scatter,0.53,0.9999948087999999
alpha-hys,->,scatter,0.48,0.9999998456999999
alpha-hys,->,scatter,0.44999999999999996,0.9999972884
alpha-hys,->,scatter,0.87,0.9924375270999999
alpha-hys,->,scatter,0.43999999999999995,0.9999999997
alpha-hys,->,scatter,0.71,0.9999857004
alpha-hys,->,scatter,0.16000000000000003,0.0955475868
alpha-hys,->,scatter,0.56,0.9995260520999999
alpha-hys,->,scatter,0.73,0.9997879128
alpha-hys,->,scatter,0.98,0.9934800698999999
alpha-hys,->,scatter,0.51,1.0
alpha-hys,->,scatter,0.16000000000000003,0.082544013
alpha-hys,->,scatter,0.53,0.9998946741
alpha-hys,->,scatter,0.18000000000000005,0.09190332039999999
alpha-hys,->,scatter,0.06000000000000005,0.014544375200000001
alpha-hys,->,scatter,0.89,0.9790734087999999
alpha-hys,->,scatter,0.56,0.997744828
alpha-hys,->,scatter,0.36,0.9996004531999999
alpha-hys,->,scatter,0.83,0.9989139195000001
alpha-hys,->,scatter,0.12,0.045702904
alpha-hys,->,scatter,0.94,0.9978986468000001
alpha-hys,->,scatter,0.62,0.9999999815
alpha-hys,->,scatter,0.97,0.9940250870999999
alpha-hys,->,scatter,0.08999999999999997,0.0801577638
alpha-hys,->,scatter,0.07999999999999996,0.0458613897
alpha-hys,->,scatter,0.73,0.9948447009
alpha-hys,->,scatter,0.8200000000000001,0.9988610656
alpha-hys,->,scatter,0.0,0.0048248766999999994
alpha-hys,->,scatter,0.13,0.0910741768
alpha-hys,->,scatter,0.78,0.9997816999
alpha-hys,->,scatter,0.76,0.9999993697
alpha-hys,->,scatter,0.45999999999999996,0.9999999958
alpha-hys,->,scatter,0.51,0.9972989915
alpha-hys,->,scatter,0.07999999999999996,0.0530251942
alpha-hys,->,scatter,0.26,0.1481329207
alpha-hys,->,scatter,0.010000000000000009,0.010610561499999999
alpha-hys,->,scatter,0.72,0.9999977729999999
alpha-hys,->,scatter,0.75,0.9999342294
alpha-hys,->,scatter,0.52,0.9999999985
alpha-hys,->,scatter,0.26,0.1557767819
alpha-hys,->,scatter,0.19999999999999996,0.0866973659
alpha-hys,->,scatter,0.91,0.9973211756999999
alpha-hys,->,scatter,0.6699999999999999,0.9999999996
alpha-hys,->,scatter,0.17000000000000004,0.0783514741
alpha-hys,->,scatter,0.38,0.9999485544
alpha-hys,->,scatter,0.87,0.9973531165
alpha-hys,->,scatter,0.77,0.9999227019
alpha-hys,->,scatter,0.39,0.9998561690000001
alpha-hys,->,scatter,0.6699999999999999,0.9999949965
alpha-hys,->,scatter,0.71,0.9999993661
alpha-hys,->,scatter,0.27,0.1942297204
alpha-hys,->,scatter,0.53,0.9994718266
alpha-hys,->,scatter,0.47,0.9999994213
alpha-hys,->,scatter,0.26,0.1529865702
alpha-hys,->,scatter,0.35,1.0
alpha-hys,->,scatter,0.24,0.1318608526
alpha-hys,->,scatter,0.7,0.9997542220000001
alpha-hys,->,scatter,0.98,0.9855505168
alpha-hys,->,scatter,0.6599999999999999,0.9952486327
alpha-hys,->,scatter,0.29000000000000004,0.9999999994
alpha-hys,->,scatter,0.16000000000000003,0.0695408047
alpha-hys,->,scatter,0.87,0.9987143303
alpha-hys,->,scatter,0.73,0.9997001549
alpha-hys,->,scatter,0.5800000000000001,0.9995311894
alpha-hys,->,scatter,0.16000000000000003,0.0973546593
alpha-hys,->,scatter,0.87,0.9990675605
alpha-hys,->,scatter,0.49,0.9999999964
alpha-hys,->,scatter,0.69,0.9955451375
alpha-hys,->,scatter,0.44999999999999996,1.0
alpha-hys,->,scatter,0.63,0.9999942678
alpha-hys,->,scatter,0.87,0.9922719286
alpha-hys,->,scatter,0.64,1.0
alpha-hys,->,scatter,0.72,0.9999081828
alpha-hys,->,scatter,0.36,1.0
alpha-hys,->,scatter,0.12,0.0353910933
alpha-hys,->,scatter,0.56,0.9999994818000001
alpha-hys,->,scatter,0.44999999999999996,1.0
alpha-hys,->,scatter,0.4,1.0
alpha-hys,->,scatter,0.62,0.9999907735
alpha-hys,->,scatter,0.17000000000000004,0.0851112282
alpha-hys,->,scatter,0.63,0.999999999
alpha-hys,->,scatter,0.18999999999999995,0.10838881800000001
alpha-hys,->,scatter,0.65,0.9999999542
alpha-hys,->,scatter,0.56,0.9999999997
alpha-hys,->,scatter,0.78,0.9996563764
alpha-hys,->,scatter,0.9,0.9973314181
alpha-hys,->,scatter,0.6599999999999999,0.9997813556999999
alpha-hys,->,scatter,0.41000000000000003,0.9999983273
alpha-hys,->,scatter,0.63,0.9976924277
alpha-hys,->,scatter,0.51,1.0
alpha-hys,->,scatter,0.20999999999999996,0.0885571236
alpha-hys,->,scatter,0.71,0.9957859148999999
alpha-hys,->,scatter,0.31000000000000005,0.9999945883
alpha-hys,->,scatter,0.08999999999999997,0.0516978149
alpha-hys,->,scatter,0.20999999999999996,0.1172424658
alpha-hys,->,scatter,0.4,0.9999999826
alpha-hys,->,scatter,0.97,0.9846038170999999
alpha-hys,->,scatter,0.0,0.035838278599999995
alpha-hys,->,scatter,0.030000000000000027,0.0234740798
alpha-hys,->,scatter,0.98,0.9922029433
alpha-hys,->,scatter,0.29000000000000004,1.0
alpha-hys,->,scatter,0.65,0.9999999999
alpha-hys,->,scatter,0.87,0.9975085539
alpha-hys,->,scatter,0.26,0.1683775609
alpha-hys,->,scatter,0.65,0.9999944501000001
alpha-hys,->,scatter,0.48,0.9999966368000001
alpha-hys,->,scatter,1.0,0.9870496544
alpha-hys,->,scatter,0.8200000000000001,0.9925297565000001
alpha-hys,->,scatter,0.43000000000000005,0.9999999143000001
alpha-hys,->,scatter,0.65,0.9999672340000001
alpha-hys,->,scatter,0.72,0.9993404585
alpha-hys,->,scatter,0.62,0.9998610823
alpha-hys,->,scatter,0.030000000000000027,0.021991863799999997
alpha-hys,->,scatter,0.9,0.9970307298000001
alpha-hys,->,scatter,0.42000000000000004,0.9999970323
alpha-hys,->,scatter,0.8200000000000001,0.9949276203
alpha-hys,->,scatter,0.94,0.9989946254000001
alpha-hys,->,scatter,0.63,0.9999999964
alpha-hys,->,scatter,0.6599999999999999,0.9999993077
alpha-hys,->,scatter,0.040000000000000036,0.0321385533
alpha-hys,->,scatter,0.15000000000000002,0.0690147645
alpha-hys,->,scatter,0.38,0.9999966961
alpha-hys,->,scatter,0.19999999999999996,0.0843964528
alpha-hys,->,scatter,0.92,0.99051519
alpha-hys,->,scatter,0.47,1.0
alpha-hys,->,scatter,0.85,0.9998788361
alpha-hys,->,scatter,0.64,0.9995468762
