alpha,beta,direction,x,y
0.4,0.8,->,0.75,0.9936394787
0.4,0.8,->,0.8,0.7453414451
0.4,0.8,->,0.85,0.1491694253
0.4,0.8,->,0.9,0.4585046231
0.4,0.8,->,0.95,0.38506751590000005
alpha,beta,direction,x,y
0.4,0.8,<-,0.0,0.9999768798
0.4,0.8,<-,0.05,0.9999362022
0.4,0.8,<-,0.1,1.0
0.4,0.8,<-,0.15,0.9971422497
0.4,0.8,<-,0.2,0.9999502604
0.4,0.8,<-,0.25,0.9999996372
0.4,0.8,<-,0.3,0.9975255807
0.4,0.8,<-,0.35,0.9999999993
0.4,0.8,<-,0.4,0.9999996406999999
0.4,0.8,<-,0.45,0.9999084627
0.4,0.8,<-,0.5,0.999999876
0.4,0.8,<-,0.55,0.9981601239
0.4,0.8,<-,0.6,0.9999994431999999
0.4,0.8,<-,0.65,0.9999999666
0.4,0.8,<-,0.7,0.9975599775
0.4,0.8,<-,0.75,0.9597976964
0.4,0.8,<-,0.8,0.7841579245999999
0.4,0.8,<-,0.85,0.5286430329
0.4,0.8,<-,0.9,0.0101283593
0.4,0.8,<-,0.95,0.3332308346
alpha,beta,direction,x,y
0.4,1,->,0.0,0.9987165168000001
0.4,1,->,0.05,0.9999906888
0.4,1,->,0.1,0.9991253547
0.4,1,->,0.15,0.9999999995000001
0.4,1,->,0.2,0.9939023462000001
0.4,1,->,0.25,0.9999893670000001
0.4,1,->,0.3,0.9999999867
0.4,1,->,0.35,0.9999982659000001
0.4,1,->,0.4,0.9999931989
0.4,1,->,0.45,0.9988164986
0.4,1,->,0.5,0.9997571534999999
0.4,1,->,0.55,0.9999999996
0.4,1,->,0.6,0.9914281565
0.4,1,->,0.65,0.9998271748
0.4,1,->,0.7,0.9998395896
0.4,1,->,0.75,0.9999999968000001
0.4,1,->,0.8,0.9368662462999999
0.4,1,->,0.85,0.5814800195000001
0.4,1,->,0.9,0.2596285536
0.4,1,->,0.95,0.3891216783
alpha,beta,direction,x,y
0.4,1,<-,0.0,0.9999999983
0.4,1,<-,0.05,0.9999358028
0.4,1,<-,0.1,0.9999833690000001
0.4,1,<-,0.15,0.9988769769
0.4,1,<-,0.2,0.9976391556
0.4,1,<-,0.25,0.9999999898999999
0.4,1,<-,0.3,0.9993594440000001
0.4,1,<-,0.35,0.9956407824
0.4,1,<-,0.4,1.0
0.4,1,<-,0.45,0.9999999968000001
0.4,1,<-,0.5,0.9990113113
0.4,1,<-,0.55,0.9999853137000001
0.4,1,<-,0.6,0.9998364584
0.4,1,<-,0.65,0.9999999998000001
0.4,1,<-,0.7,0.9999984204000001
0.4,1,<-,0.75,0.9999999987
0.4,1,<-,0.8,0.9416652156
0.4,1,<-,0.85,0.6243069307
0.4,1,<-,0.9,0.31252449530000004
0.4,1,<-,0.95,0.1832580084
alpha,beta,direction,x,y
0.6,0,->,0.0,0.0021162148
0.6,0,->,0.05,0.0
0.6,0,->,0.1,0.0147728484
0.6,0,->,0.15,4.34e-08
0.6,0,->,0.2,5e-10
0.6,0,->,0.25,0.0002093841
0.6,0,->,0.3,4.981e-06
0.6,0,->,0.35,0.0
0.6,0,->,0.4,0.0010121744
0.6,0,->,0.45,6.28e-08
0.6,0,->,0.5,0.0
0.6,0,->,0.55,0.0
0.6,0,->,0.6,2.2e-09
0.6,0,->,0.65,3e-10
0.6,0,->,0.7,1e-10
0.6,0,->,0.75,5e-10
0.6,0,->,0.8,0.0
0.6,0,->,0.85,0.0
0.6,0,->,0.9,1.798e-07
0.6,0,->,0.95,4e-10
alpha,beta,direction,x,y
0.6,0,<-,0.0,0.00017711270000000002
0.6,0,<-,0.05,0.0
0.6,0,<-,0.1,1e-10
0.6,0,<-,0.15,2.531e-06
0.6,0,<-,0.2,0.0
0.6,0,<-,0.25,0.00040646650000000003
0.6,0,<-,0.3,7.000000000000001e-10
0.6,0,<-,0.35,0.0
0.6,0,<-,0.4,0.0
0.6,0,<-,0.45,0.0
0.6,0,<-,0.5,7.000000000000001e-10
0.6,0,<-,0.55,9.3388e-06
0.6,0,<-,0.6,0.0
0.6,0,<-,0.65,0.0
0.6,0,<-,0.7,3.02e-08
0.6,0,<-,0.75,1e-10
0.6,0,<-,0.8,2e-10
0.6,0,<-,0.85,0.0
0.6,0,<-,0.9,2e-10
0.6,0,<-,0.95,0.1594951993
alpha,beta,direction,x,y
0.6,0.2,->,0.0,0.0151553737
0.6,0.2,->,0.05,0.0270137354
0.6,0.2,->,0.1,0.0221351275
0.6,0.2,->,0.15,0.0122349718
0.6,0.2,->,0.2,0.017025797
0.6,0.2,->,0.25,0.011655095
0.6,0.2,->,0.3,0.0089972721
0.6,0.2,->,0.35,0.001930193
0.6,0.2,->,0.4,0.0030502902000000003
0.6,0.2,->,0.45,0.0125306129
0.6,0.2,->,0.5,0.0003899551
0.6,0.2,->,0.55,0.0027462115000000003
0.6,0.2,->,0.6,0.0045812189000000005
0.6,0.2,->,0.65,0.0060673435999999996
0.6,0.2,->,0.7,0.0033378149
0.6,0.2,->,0.75,0.0025179402
0.6,0.2,->,0.8,0.0159720889
0.6,0.2,->,0.85,2.14213e-05
0.6,0.2,->,0.9,0.0010053834
0.6,0.2,->,0.95,6.67047e-05
alpha,beta,direction,x,y
0.6,0.2,<-,0.0,0.015521543600000002
0.6,0.2,<-,0.05,0.021480401800000003
0.6,0.2,<-,0.1,0.0069588602
0.6,0.2,<-,0.15,0.0161699003
0.6,0.2,<-,0.2,0.0138651296
0.6,0.2,<-,0.25,0.0109408945
0.6,0.2,<-,0.3,0.0035956141999999996
0.6,0.2,<-,0.35,0.0090434108
0.6,0.2,<-,0.4,0.0036858333
0.6,0.2,<-,0.45,0.0051347274
0.6,0.2,<-,0.5,0.0006074157
0.6,0.2,<-,0.55,0.0049593971
0.6,0.2,<-,0.6,0.0013069064
0.6,0.2,<-,0.65,0.0014191545000000001
0.6,0.2,<-,0.7,0.0037530779
0.6,0.2,<-,0.75,0.0051472422999999995
0.6,0.2,<-,0.8,0.001946912
0.6,0.2,<-,0.85,0.0001557673
0.6,0.2,<-,0.9,0.0004052551
0.6,0.2,<-,0.95,0.0193717359
alpha,beta,direction,x,y
0.6,0.4,->,0.0,0.9997302036
0.6,0.4,->,0.05,0.9999999961
0.6,0.4,->,0.1,1.0
0.6,0.4,->,0.15,0.9991110493
0.6,0.4,->,0.2,1.0
0.6,0.4,->,0.25,0.9999897534000001
0.6,0.4,->,0.3,0.0386221701
0.6,0.4,->,0.35,0.025513290499999997
0.6,0.4,->,0.4,0.0308727727
0.6,0.4,->,0.45,0.022689186
0.6,0.4,->,0.5,0.0227747158
0.6,0.4,->,0.55,0.0250040455
0.6,0.4,->,0.6,0.0097478859
0.6,0.4,->,0.65,0.0041111131
0.6,0.4,->,0.7,0.0109660592
0.6,0.4,->,0.75,0.0044694185
0.6,0.4,->,0.8,0.0021051122
0.6,0.4,->,0.85,0.0002449676
0.6,0.4,->,0.9,8.2779e-05
0.6,0.4,->,0.95,1.5198599999999999e-05
alpha,beta,direction,x,y
0.6,0.4,<-,0.0,0.9999999993
0.6,0.4,<-,0.05,0.1309214751
0.6,0.4,<-,0.1,0.1231767249
0.6,0.4,<-,0.15,0.0813995311
0.6,0.4,<-,0.2,0.0962359239
0.6,0.4,<-,0.25,0.0683305072
0.6,0.4,<-,0.3,0.0698926733
0.6,0.4,<-,0.35,0.0457965027
0.6,0.4,<-,0.4,0.023137640499999997
0.6,0.4,<-,0.45,0.0232912431
0.6,0.4,<-,0.5,0.0154001413
0.6,0.4,<-,0.55,0.0038520701
0.6,0.4,<-,0.6,0.017356926
0.6,0.4,<-,0.65,0.007025224399999999
0.6,0.4,<-,0.7,0.0031423093
0.6,0.4,<-,0.75,0.011143891299999998
0.6,0.4,<-,0.8,0.001667619
0.6,0.4,<-,0.85,0.0032924165999999996
0.6,0.4,<-,0.9,0.0022290257999999998
0.6,0.4,<-,0.95,0.0012613216000000001
alpha,beta,direction,x,y
0.6,0.6,->,0.0,0.9999990481000001
0.6,0.6,->,0.05,0.9999995884
0.6,0.6,->,0.1,0.9999021306
0.6,0.6,->,0.15,0.9949521692000001
0.6,0.6,->,0.2,0.9985924340000001
0.6,0.6,->,0.25,0.9999995037
0.6,0.6,->,0.3,1.0
0.6,0.6,->,0.35,0.9999998189
0.6,0.6,->,0.4,0.1651658841
0.6,0.6,->,0.45,0.09134931449999999
0.6,0.6,->,0.5,0.071786778
0.6,0.6,->,0.55,0.0506114608
0.6,0.6,->,0.6,0.0210417744
0.6,0.6,->,0.65,0.012832603500000001
0.6,0.6,->,0.7,0.0164365134
0.6,0.6,->,0.75,0.0142657449
0.6,0.6,->,0.8,0.0061210347
0.6,0.6,->,0.85,0.0017555038000000001
0.6,0.6,->,0.9,0.0044946891
0.6,0.6,->,0.95,0.0002557348
alpha,beta,direction,x,y
0.6,0.6,<-,0.0,0.9999991306999999
0.6,0.6,<-,0.05,0.9999999982
0.6,0.6,<-,0.1,0.9999991345
0.6,0.6,<-,0.15,0.999999733
0.6,0.6,<-,0.2,0.9999839554000001
0.6,0.6,<-,0.25,0.9959877281
0.6,0.6,<-,0.3,1.0
0.6,0.6,<-,0.35,0.9999989337999999
0.6,0.6,<-,0.4,0.10463666349999999
0.6,0.6,<-,0.45,0.06809515440000001
0.6,0.6,<-,0.5,0.0448972962
0.6,0.6,<-,0.55,0.0407639779
0.6,0.6,<-,0.6,0.0442964899
0.6,0.6,<-,0.65,0.0256881038
0.6,0.6,<-,0.7,0.0169426432
0.6,0.6,<-,0.75,0.0185498818
0.6,0.6,<-,0.8,0.0157139201
0.6,0.6,<-,0.85,0.1740966386
0.6,0.6,<-,0.9,0.0037261569
0.6,0.6,<-,0.95,0.0002601616
alpha,beta,direction,x,y
0.6,0.8,->,0.0,1.0
0.6,0.8,->,0.05,0.9999820999
0.6,0.8,->,0.1,0.9999999870999999
0.6,0.8,->,0.15,0.9999999864
0.6,0.8,->,0.2,1.0
0.6,0.8,->,0.25,0.9999999962
0.6,0.8,->,0.3,0.9999976398
0.6,0.8,->,0.35,0.9949837358
0.6,0.8,->,0.4,0.9999996879999999
0.6,0.8,->,0.45,0.9964257606999999
0.6,0.8,->,0.5,1.0
0.6,0.8,->,0.55,0.09286197439999999
0.6,0.8,->,0.6,0.0963983512
0.6,0.8,->,0.65,0.039334307
0.6,0.8,->,0.7,0.0410125806
0.6,0.8,->,0.75,0.017477585
0.6,0.8,->,0.8,0.0089910075
0.6,0.8,->,0.85,0.0078463378
0.6,0.8,->,0.9,0.0026070279
0.6,0.8,->,0.95,0.00026880080000000003
alpha,beta,direction,x,y
0.6,0.8,<-,0.0,0.9999999997
0.6,0.8,<-,0.05,0.9999988069
0.6,0.8,<-,0.1,0.9999999526000001
0.6,0.8,<-,0.15,1.0
0.6,0.8,<-,0.2,0.9999999944
0.6,0.8,<-,0.25,0.9999917675
0.6,0.8,<-,0.3,0.9999472302
0.6,0.8,<-,0.35,1.0
0.6,0.8,<-,0.4,0.9999996295999999
0.6,0.8,<-,0.45,1.0
0.6,0.8,<-,0.5,0.9999999916
0.6,0.8,<-,0.55,0.1435121951
0.6,0.8,<-,0.6,0.08056262089999999
0.6,0.8,<-,0.65,0.0416790012
0.6,0.8,<-,0.7,0.0273691466
0.6,0.8,<-,0.75,0.023100341400000002
0.6,0.8,<-,0.8,0.012970778200000001
0.6,0.8,<-,0.85,0.0120213304
0.6,0.8,<-,0.9,0.0037371704
0.6,0.8,<-,0.95,0.0011910044
alpha,beta,direction,x,y
0.6,1,->,0.0,0.9998520719
0.6,1,->,0.05,0.9999973105
0.6,1,->,0.1,0.9999999965999999
0.6,1,->,0.15,1.0
0.6,1,->,0.2,0.9999999989
0.6,1,->,0.25,1.0
0.6,1,->,0.3,0.9999138745
0.6,1,->,0.35,1.0
0.6,1,->,0.4,0.9999960923000001
0.6,1,->,0.45,0.9999975606999999
0.6,1,->,0.5,0.999793314
0.6,1,->,0.55,0.9986831703
0.6,1,->,0.6,1.0
0.6,1,->,0.65,0.10080898560000001
0.6,1,->,0.7,0.0548115562
0.6,1,->,0.75,0.042521474000000004
0.6,1,->,0.8,0.0087702857
0.6,1,->,0.85,0.007560023199999999
0.6,1,->,0.9,0.002210984
0.6,1,->,0.95,0.0016631082999999998
alpha,beta,direction,x,y
0.6,1,<-,0.0,0.9998947836
0.6,1,<-,0.05,0.9957206223
0.6,1,<-,0.1,0.9994403195
0.6,1,<-,0.15,1.0
0.6,1,<-,0.2,0.9992246742
0.6,1,<-,0.25,0.999963354
0.6,1,<-,0.3,0.9999919415999999
0.6,1,<-,0.35,0.9993926871
0.6,1,<-,0.4,0.9999999463
0.6,1,<-,0.45,1.0
0.6,1,<-,0.5,0.9999868773999999
0.6,1,<-,0.55,0.998229173
0.6,1,<-,0.6,1.0
0.6,1,<-,0.65,0.08987214660000001
0.6,1,<-,0.7,0.04579134730000001
0.6,1,<-,0.75,0.0539472192
0.6,1,<-,0.8,0.022115740099999996
0.6,1,<-,0.85,0.0028422327000000003
0.6,1,<-,0.9,0.0012298355
0.6,1,<-,0.95,2.90146e-05
alpha,beta,direction,x,y
0.8,0,->,0.0,0.0026360722
0.8,0,->,0.05,3.49e-08
0.8,0,->,0.1,0.0
0.8,0,->,0.2,6e-10
0.8,0,->,0.25,0.0
0.8,0,->,0.3,0.0
0.8,0,->,0.35,0.0122651793
0.8,0,->,0.4,1.06466e-05
0.8,0,->,0.45,0.0
0.8,0,->,0.5,0.0
0.8,0,->,0.55,0.0047752593
0.8,0,->,0.6,3.3e-09
0.8,0,->,0.65,2e-10
0.8,0,->,0.7,0.0
0.8,0,->,0.75,0.0
0.8,0,->,0.8,1.7735e-06
0.8,0,->,0.85,2e-10
0.8,0,->,0.9,1.14e-08
0.8,0,->,0.95,8.101279999999999e-05
alpha,beta,direction,x,y
0.8,0,<-,0.0,9.15e-08
0.8,0,<-,0.05,1.3123900000000002e-05
0.8,0,<-,0.1,0.0001346174
0.8,0,<-,0.15,0.0
0.8,0,<-,0.2,0.0
0.8,0,<-,0.25,0.0
0.8,0,<-,0.3,1.1902e-06
0.8,0,<-,0.35,3.3782e-06
0.8,0,<-,0.4,8.630000000000001e-08
0.8,0,<-,0.45,0.0040231808
0.8,0,<-,0.5,3.73841e-05
0.8,0,<-,0.55,0.0
0.8,0,<-,0.6,0.0020769126
0.8,0,<-,0.65,0.0002567493
0.8,0,<-,0.7,0.0
0.8,0,<-,0.8,0.0007086492
0.8,0,<-,0.85,2.4034299999999998e-05
0.8,0,<-,0.9,0.00042833190000000004
0.8,0,<-,0.95,0.0
alpha,beta,direction,x,y
0.8,0.2,->,0.0,0.0007713011999999999
0.8,0.2,->,0.05,0.0010084408
0.8,0.2,->,0.1,0.004745538400000001
0.8,0.2,->,0.15,0.002796056
0.8,0.2,->,0.2,0.0031899171999999996
0.8,0.2,->,0.25,0.0018002845999999999
0.8,0.2,->,0.3,0.0090817583
0.8,0.2,->,0.35,0.00040222550000000004
0.8,0.2,->,0.4,1.4773900000000001e-05
0.8,0.2,->,0.45,0.0001797934
0.8,0.2,->,0.5,7.19465e-05
0.8,0.2,->,0.55,0.0005147144
0.8,0.2,->,0.6,0.0026285240999999997
0.8,0.2,->,0.65,6.68e-08
0.8,0.2,->,0.7,2.53986e-05
0.8,0.2,->,0.75,7.5475999999999995e-06
0.8,0.2,->,0.8,3.5130000000000003e-07
0.8,0.2,->,0.85,0.0001223817
0.8,0.2,->,0.9,0.0
0.8,0.2,->,0.95,0.0
alpha,beta,direction,x,y
0.8,0.2,<-,0.0,0.0029053728
0.8,0.2,<-,0.05,0.0029028233000000002
0.8,0.2,<-,0.1,0.0013769081
0.8,0.2,<-,0.15,0.0046402266
0.8,0.2,<-,0.2,0.0005446019
0.8,0.2,<-,0.25,0.0020026076
0.8,0.2,<-,0.3,0.0059360973
0.8,0.2,<-,0.35,0.0019066153
0.8,0.2,<-,0.4,0.0001396568
0.8,0.2,<-,0.45,0.0035899369
0.8,0.2,<-,0.5,4.32687e-05
0.8,0.2,<-,0.55,0.0002821819
0.8,0.2,<-,0.6,1.1480000000000001e-07
0.8,0.2,<-,0.65,4.8e-08
0.8,0.2,<-,0.7,5.8200000000000005e-08
0.8,0.2,<-,0.75,0.0001143436
0.8,0.2,<-,0.8,3.27e-08
0.8,0.2,<-,0.85,0.0022128372
0.8,0.2,<-,0.9,5.7231099999999995e-05
0.8,0.2,<-,0.95,0.0
alpha,beta,direction,x,y
0.8,0.4,->,0.0,0.0208361755
0.8,0.4,->,0.05,0.0210666011
0.8,0.4,->,0.1,0.0419093806
0.8,0.4,->,0.15,0.013368878300000001
0.8,0.4,->,0.2,0.014205872
0.8,0.4,->,0.25,0.0330391521
0.8,0.4,->,0.3,0.0051556959999999995
0.8,0.4,->,0.35,0.0241557129
0.8,0.4,->,0.4,0.0041194413
0.8,0.4,->,0.45,0.0051377385999999995
0.8,0.4,->,0.5,0.0101128894
0.8,0.4,->,0.55,0.0002141832
0.8,0.4,->,0.6,7.49515e-05
0.8,0.4,->,0.65,0.0019381401000000001
0.8,0.4,->,0.7,0.0
0.8,0.4,->,0.75,0.0021678125
0.8,0.4,->,0.8,4.4632e-06
0.8,0.4,->,0.85,5.2218999999999996e-05
0.8,0.4,->,0.9,0.0008434489999999999
0.8,0.4,->,0.95,3.333e-07
alpha,beta,direction,x,y
0.8,0.4,<-,0.0,0.0599261624
0.8,0.4,<-,0.05,0.0301658373
0.8,0.4,<-,0.1,0.0354621621
0.8,0.4,<-,0.15,0.0198045427
0.8,0.4,<-,0.2,0.0149305427
0.8,0.4,<-,0.25,0.011872151599999999
0.8,0.4,<-,0.3,0.014422296299999998
0.8,0.4,<-,0.35,0.0104055626
0.8,0.4,<-,0.4,0.012753566200000002
0.8,0.4,<-,0.45,0.0006968891
0.8,0.4,<-,0.5,1.9494999999999997e-06
0.8,0.4,<-,0.55,0.0007790121000000001
0.8,0.4,<-,0.6,0.004666081
0.8,0.4,<-,0.65,0.005351169300000001
0.8,0.4,<-,0.7,0.0030755053999999998
0.8,0.4,<-,0.75,0.0011819498
0.8,0.4,<-,0.8,1.8396000000000001e-06
0.8,0.4,<-,0.85,0.0011794154
0.8,0.4,<-,0.9,1.6106999999999999e-06
0.8,0.4,<-,0.95,3.6499999999999996e-08
alpha,beta,direction,x,y
0.8,0.6,->,0.0,0.9999998984999999
0.8,0.6,->,0.05,0.9999999994
0.8,0.6,->,0.1,0.9999999962
0.8,0.6,->,0.15,1.0
0.8,0.6,->,0.2,0.0634269239
0.8,0.6,->,0.25,0.054758645700000004
0.8,0.6,->,0.3,0.0418976114
0.8,0.6,->,0.35,0.0342236322
0.8,0.6,->,0.4,0.0135189645
0.8,0.6,->,0.45,0.0053286562
0.8,0.6,->,0.5,0.0154697545
0.8,0.6,->,0.55,0.0076865775
0.8,0.6,->,0.6,0.0014784847
0.8,0.6,->,0.65,0.0125547906
0.8,0.6,->,0.7,0.007276099499999999
0.8,0.6,->,0.75,6.34317e-05
0.8,0.6,->,0.8,0.0002251282
0.8,0.6,->,0.85,6.656999999999999e-07
0.8,0.6,->,0.9,7.5260000000000004e-06
0.8,0.6,->,0.95,0.0004571324
alpha,beta,direction,x,y
0.8,0.6,<-,0.0,0.9999998651
0.8,0.6,<-,0.05,0.9999967108
0.8,0.6,<-,0.1,0.12291846699999999
0.8,0.6,<-,0.15,0.1047358643
0.8,0.6,<-,0.2,0.0712028416
0.8,0.6,<-,0.25,0.0534701458
0.8,0.6,<-,0.3,0.0393161174
0.8,0.6,<-,0.35,0.025090707400000002
0.8,0.6,<-,0.4,0.048197216200000004
0.8,0.6,<-,0.45,0.0155561979
0.8,0.6,<-,0.5,0.0217304729
0.8,0.6,<-,0.55,0.020361528
0.8,0.6,<-,0.6,0.0140091112
0.8,0.6,<-,0.65,0.0046676342
0.8,0.6,<-,0.7,1.08768e-05
0.8,0.6,<-,0.75,0.0001112888
0.8,0.6,<-,0.8,4.5049399999999996e-05
0.8,0.6,<-,0.85,0.0005381423
0.8,0.6,<-,0.9,2.21935e-05
0.8,0.6,<-,0.95,4.0488e-06
alpha,beta,direction,x,y
0.8,0.8,->,0.0,1.0
0.8,0.8,->,0.05,1.0
0.8,0.8,->,0.1,1.0
0.8,0.8,->,0.15,1.0
0.8,0.8,->,0.2,1.0
0.8,0.8,->,0.25,1.0
0.8,0.8,->,0.3,1.0
0.8,0.8,->,0.35,0.1170462217
0.8,0.8,->,0.4,0.08043456339999999
0.8,0.8,->,0.45,0.0440853789
0.8,0.8,->,0.5,0.0349288677
0.8,0.8,->,0.55,0.0203605901
0.8,0.8,->,0.6,0.0086208107
0.8,0.8,->,0.65,0.0008088202000000001
0.8,0.8,->,0.7,0.0094322502
0.8,0.8,->,0.75,0.0025063794
0.8,0.8,->,0.8,0.0085868808
0.8,0.8,->,0.85,0.0017276337
0.8,0.8,->,0.9,2.5717600000000003e-05
0.8,0.8,->,0.95,7.268000000000001e-07
alpha,beta,direction,x,y
0.8,0.8,<-,0.0,1.0
0.8,0.8,<-,0.05,1.0
0.8,0.8,<-,0.1,0.9999999999
0.8,0.8,<-,0.15,1.0
0.8,0.8,<-,0.2,1.0
0.8,0.8,<-,0.25,1.0
0.8,0.8,<-,0.3,0.1996720263
0.8,0.8,<-,0.35,0.093760052
0.8,0.8,<-,0.4,0.0631509896
0.8,0.8,<-,0.45,0.0249050134
0.8,0.8,<-,0.5,0.0330473667
0.8,0.8,<-,0.55,0.0362003146
0.8,0.8,<-,0.6,0.021469545899999998
0.8,0.8,<-,0.65,0.0127161882
0.8,0.8,<-,0.7,0.0005649212
0.8,0.8,<-,0.75,1.2017e-06
0.8,0.8,<-,0.8,0.0010676559
0.8,0.8,<-,0.85,6.2826e-06
0.8,0.8,<-,0.9,1.06e-08
0.8,0.8,<-,0.95,9.45435e-05
alpha,beta,direction,x,y
0.8,1,->,0.0,0.9999942857999999
0.8,1,->,0.05,1.0
0.8,1,->,0.1,1.0
0.8,1,->,0.15,1.0
0.8,1,->,0.2,0.9999999501000001
0.8,1,->,0.25,1.0
0.8,1,->,0.3,1.0
0.8,1,->,0.35,0.9999999997
0.8,1,->,0.4,0.9999999998000001
0.8,1,->,0.45,0.1659653858
0.8,1,->,0.5,0.11715482070000001
0.8,1,->,0.55,0.0311866464
0.8,1,->,0.6,0.047595804000000005
0.8,1,->,0.65,0.0262211942
0.8,1,->,0.7,0.009144531
0.8,1,->,0.75,0.0144991809
0.8,1,->,0.8,0.000275991
0.8,1,->,0.85,6.9945e-05
0.8,1,->,0.9,4.65563e-05
0.8,1,->,0.95,1.60961e-05
alpha,beta,direction,x,y
0.8,1,<-,0.0,1.0
0.8,1,<-,0.05,1.0
0.8,1,<-,0.1,0.9964392565000001
0.8,1,<-,0.15,1.0
0.8,1,<-,0.2,1.0
0.8,1,<-,0.25,0.9999999426999999
0.8,1,<-,0.3,0.9999991072
0.8,1,<-,0.35,0.9999997257
0.8,1,<-,0.4,1.0
0.8,1,<-,0.45,0.1343971216
0.8,1,<-,0.5,0.0817486351
0.8,1,<-,0.55,0.0652977394
0.8,1,<-,0.6,0.049154777999999996
0.8,1,<-,0.65,0.0390563462
0.8,1,<-,0.7,0.0038933178999999997
0.8,1,<-,0.75,0.0022717465
0.8,1,<-,0.8,0.0050861866
0.8,1,<-,0.85,3.0739e-06
0.8,1,<-,0.9,0.001180573
0.8,1,<-,0.95,0.00011194110000000001
alpha,beta,direction,x,y
1,0,->,0.0,0.0
1,0,->,0.05,2.9908e-06
1,0,->,0.1,2.2e-09
1,0,->,0.15,3.9e-09
1,0,->,0.2,0.0
1,0,->,0.25,0.0
1,0,->,0.3,0.0
1,0,->,0.35,0.0
1,0,->,0.4,0.0
1,0,->,0.45,0.0
1,0,->,0.5,1.3899999999999999e-08
1,0,->,0.55,0.0
1,0,->,0.6,0.0
1,0,->,0.65,0.0
1,0,->,0.7,0.0
1,0,->,0.75,0.0
1,0,->,0.8,0.0
1,0,->,0.85,0.0
1,0,->,0.9,0.0
1,0,->,0.95,0.0021546282
alpha,beta,direction,x,y
1,0,<-,0.0,0.0
1,0,<-,0.05,0.0
1,0,<-,0.1,0.0
1,0,<-,0.15,7.9e-08
1,0,<-,0.2,0.0
1,0,<-,0.25,0.0
1,0,<-,0.3,0.0
1,0,<-,0.35,2e-10
1,0,<-,0.4,0.0
1,0,<-,0.45,2.3e-09
1,0,<-,0.5,0.0
1,0,<-,0.55,0.0
1,0,<-,0.6,1.91965e-05
1,0,<-,0.65,0.0
1,0,<-,0.7,3.22525e-05
1,0,<-,0.75,6.104500000000001e-06
1,0,<-,0.8,0.0046856753
1,0,<-,0.85,0.0
1,0,<-,0.9,2.0802e-06
1,0,<-,0.95,0.0
alpha,beta,direction,x,y
1,0.2,->,0.0,0.0016082885999999998
1,0.2,->,0.05,5.05e-07
1,0.2,->,0.1,5.9e-09
1,0.2,->,0.15,0.0
1,0.2,->,0.2,6.343e-07
1,0.2,->,0.25,1.7309999999999998e-07
1,0.2,->,0.3,1.4434e-06
1,0.2,->,0.35,0.0
1,0.2,->,0.4,0.0
1,0.2,->,0.45,1.4641999999999999e-06
1,0.2,->,0.5,0.0
1,0.2,->,0.55,3.33497e-05
1,0.2,->,0.6,0.0
1,0.2,->,0.65,7.7e-09
1,0.2,->,0.7,6e-10
1,0.2,->,0.75,4.856000000000001e-07
1,0.2,->,0.8,0.0
1,0.2,->,0.85,0.0
1,0.2,->,0.9,0.0
1,0.2,->,0.95,0.0
alpha,beta,direction,x,y
1,0.2,<-,0.0,3.6556e-06
1,0.2,<-,0.05,0.0
1,0.2,<-,0.1,0.0
1,0.2,<-,0.15,0.0
1,0.2,<-,0.2,1.011e-07
1,0.2,<-,0.25,9.303e-07
1,0.2,<-,0.3,0.0
1,0.2,<-,0.35,1e-10
1,0.2,<-,0.4,1.7197999999999998e-06
1,0.2,<-,0.45,0.010482494
1,0.2,<-,0.5,0.061527299400000006
1,0.2,<-,0.55,0.0
1,0.2,<-,0.6,2.5695399999999998e-05
1,0.2,<-,0.65,0.0
1,0.2,<-,0.7,0.0
1,0.2,<-,0.75,0.0
1,0.2,<-,0.8,0.0
1,0.2,<-,0.85,0.0
1,0.2,<-,0.9,0.0
1,0.2,<-,0.95,6.843500000000001e-06
alpha,beta,direction,x,y
1,0.4,->,0.0,0.027386314300000002
1,0.4,->,0.05,1.839e-07
1,0.4,->,0.1,6.75519e-05
1,0.4,->,0.15,0.0186776
1,0.4,->,0.2,0.005670107099999999
1,0.4,->,0.25,4.58017e-05
1,0.4,->,0.3,3.1e-08
1,0.4,->,0.35,4.45921e-05
1,0.4,->,0.4,9.9476e-06
1,0.4,->,0.45,0.0004675307
1,0.4,->,0.5,0.0
1,0.4,->,0.55,2e-10
1,0.4,->,0.6,1.5e-09
1,0.4,->,0.65,3e-10
1,0.4,->,0.7,0.0
1,0.4,->,0.75,0.0
1,0.4,->,0.8,0.0039905011
1,0.4,->,0.85,2.5e-09
1,0.4,->,0.9,4.54e-08
1,0.4,->,0.95,0.0
alpha,beta,direction,x,y
1,0.4,<-,0.0,0.0244082771
1,0.4,<-,0.05,0.0196164937
1,0.4,<-,0.1,9.01478e-05
1,0.4,<-,0.15,0.0089874624
1,0.4,<-,0.2,5.5323e-06
1,0.4,<-,0.25,0.0013055003
1,0.4,<-,0.3,0.0002657659
1,0.4,<-,0.35,0.0002806637
1,0.4,<-,0.4,1.23e-08
1,0.4,<-,0.45,1.44954e-05
1,0.4,<-,0.5,1e-10
1,0.4,<-,0.55,0.0
1,0.4,<-,0.6,4e-10
1,0.4,<-,0.65,0.0
1,0.4,<-,0.7,0.0
1,0.4,<-,0.75,0.0
1,0.4,<-,0.8,0.0
1,0.4,<-,0.85,0.0
1,0.4,<-,0.9,3.35e-08
