x1,y1,x2,y2,c_p,c_r
0.0,0.00401132485,0.0,1.0,0.27,0.0
0.010000000000000009,0.0001654363,0.010000000000000009,1.0,0.27,0.0
0.020000000000000018,0.00410797695,0.020000000000000018,0.9999999920999999,0.27,0.0
0.030000000000000027,0.001598756,0.030000000000000027,0.9956986492000001,0.27,0.0
0.040000000000000036,0.0033614606,0.040000000000000036,0.99999999995,0.27,0.0
0.050000000000000044,0.00234146815,0.050000000000000044,1.0,0.27,0.0
0.06999999999999995,0.0032704459,0.06000000000000005,0.9995619458499999,0.27,0.0
0.07999999999999996,0.0034442152,0.06999999999999995,0.9999999954500001,0.27,0.0
0.08999999999999997,0.01899438435,0.07999999999999996,0.9983207568000001,0.27,0.0
0.10999999999999999,0.0027715199,0.08999999999999997,0.9999999636,0.27,0.0
0.12,0.0034815841,0.09999999999999998,0.99989948125,0.27,0.0
0.13,0.0065152423499999996,0.10999999999999999,0.9999999875,0.27,0.0
0.14,0.00452644295,0.12,0.99999999845,0.27,0.0
0.15000000000000002,0.006270564,0.14,0.9998172002,0.27,0.0
0.16000000000000003,0.014762896650000001,0.15000000000000002,1.0,0.27,0.0
0.18000000000000005,0.005477994399999999,0.16000000000000003,0.99999999915,0.27,0.0
0.18999999999999995,0.02259287435,0.17000000000000004,0.9999999995000001,0.27,0.0
0.19999999999999996,0.0112490286,0.18000000000000005,1.0,0.27,0.0
0.20999999999999996,0.01152487995,0.18999999999999995,0.9999998275499999,0.27,0.0
0.21999999999999997,0.01707838625,0.19999999999999996,0.9998480787,0.27,0.0
0.22999999999999998,0.03173594995,0.20999999999999996,0.9999999979,0.27,0.0
0.24,0.02553856915,0.21999999999999997,0.9995204345,0.27,0.0
0.25,0.0223774431,0.22999999999999998,0.9999999719499999,0.27,0.0
0.26,0.02851411135,0.24,1.0,0.27,0.0
0.27,0.04211993835,0.25,1.0,0.27,0.0
0.28,0.9999999462000001,0.26,1.0,0.27,0.0
0.29000000000000004,0.9999999718000001,0.27,0.99999975825,0.27,0.0
0.30000000000000004,0.9999996831999999,0.28,0.99999956115,0.27,0.0
0.31000000000000005,0.9999999945,0.29000000000000004,1.0,0.27,0.0
0.31999999999999995,0.99999976295,0.30000000000000004,1.0,0.27,0.0
0.32999999999999996,0.9999999719,0.31000000000000005,0.9999934495,0.27,0.0
0.33999999999999997,1.0,0.31999999999999995,0.99999997605,0.27,0.0
0.35,1.0,0.32999999999999996,0.9999999979,0.27,0.0
0.36,1.0,0.33999999999999997,0.99999999995,0.27,0.0
0.38,1.0,0.35,1.0,0.27,0.0
0.39,1.0,0.36,1.0,0.27,0.0
0.4,0.9999997698,0.37,0.9998926558,0.27,0.0
0.41000000000000003,0.9988437368,0.38,0.9999999957,0.27,0.0
0.42000000000000004,0.9999999955500001,0.39,0.9999998227500001,0.27,0.0
0.43000000000000005,0.9996530075,0.4,0.9999998427500001,0.27,0.0
0.43999999999999995,0.9999995665000001,0.41000000000000003,1.0,0.27,0.0
0.44999999999999996,0.99999997545,0.42000000000000004,0.99648228695,0.27,0.0
0.45999999999999996,1.0,0.43000000000000005,0.9999999976999999,0.27,0.0
0.47,0.99995048655,0.43999999999999995,0.9993414204500001,0.27,0.0
0.49,0.99995808955,0.44999999999999996,0.9999984226,0.27,0.0
0.5,0.9999999958,0.45999999999999996,0.9999841506,0.27,0.0
0.51,0.99999999995,0.47,0.9999999972,0.27,0.0
0.52,0.99999999995,0.48,0.9999999839,0.27,0.0
0.53,0.9999999789,0.49,0.9994621403,0.27,0.0
0.54,0.99999923245,0.5,1.0,0.27,0.0
0.55,0.9965807214,0.51,1.0,0.27,0.0
0.56,0.99999999435,0.52,0.9999999999,0.27,0.0
0.5700000000000001,0.9999996616,0.53,0.9984825821500001,0.27,0.0
0.5800000000000001,0.99999330505,0.54,0.99999992465,0.27,0.0
0.5900000000000001,0.9999996335,0.55,0.99999781235,0.27,0.0
0.6,0.9998157354,0.56,0.9999982257500001,0.27,0.0
0.61,0.9999927318999999,0.5700000000000001,1.0,0.27,0.0
0.62,0.9999999474,0.5800000000000001,0.9999663798999999,0.27,0.0
0.63,0.99999023955,0.5900000000000001,0.99966466315,0.27,0.0
0.64,0.9999999925,0.6,0.99998107525,0.27,0.0
0.65,0.9980108381,0.61,0.9999834087999999,0.27,0.0
0.6599999999999999,0.9998507111499999,0.62,0.9994019205500001,0.27,0.0
0.6699999999999999,0.99997816,0.63,0.99999999985,0.27,0.0
0.6799999999999999,0.9999999195999999,0.64,0.9997607343000001,0.27,0.0
0.69,0.99927358,0.65,0.99823581235,0.27,0.0
0.7,0.9944082888,0.6599999999999999,0.9995400614,0.27,0.0
0.71,0.9946375228000001,0.6699999999999999,0.99991502735,0.27,0.0
0.72,0.99999984575,0.6799999999999999,0.99997929785,0.27,0.0
0.73,0.9977405494,0.69,0.9978915393500001,0.27,0.0
0.74,0.9973490643999999,0.7,0.9999998995,0.27,0.0
0.75,0.9961030948,0.71,0.9999806487999999,0.27,0.0
0.76,0.999749033,0.72,0.9990997466,0.27,0.0
0.77,0.9998094671,0.73,0.9999830762,0.27,0.0
0.78,0.9968859735,0.74,0.99999998625,0.27,0.0
0.79,0.99376169125,0.75,0.99989156205,0.27,0.0
0.8,0.99943464315,0.76,0.9908486191500001,0.27,0.0
0.81,0.99999813795,0.77,0.9939412511,0.27,0.0
0.8200000000000001,0.99898838965,0.78,0.9932635717,0.27,0.0
0.83,0.9996621420999999,0.79,0.9996638178,0.27,0.0
0.84,0.9948955874,0.8,0.9974776916,0.27,0.0
0.85,0.9969739526000001,0.81,0.9997465258,0.27,0.0
0.86,0.9926005342,0.8200000000000001,0.9998145155500001,0.27,0.0
0.87,0.99759929545,0.84,0.99357993135,0.27,0.0
0.88,0.99406806555,0.85,0.9812812044,0.27,0.0
0.89,0.9855453447,0.86,0.9956292157500001,0.27,0.0
0.9,0.99875064935,0.87,0.9997152957,0.27,0.0
0.91,0.9887932817499999,0.88,0.998210088,0.27,0.0
